id,fecha,hora,anamnesis,agendado,eog,tratamiento,temperatura,peso,referencia,nota_caja,atendidoPor,pendiente,aFuturo,createdAt,updateddAt,MascotumId,referenciumId,ClienteId
2272,"2023-03-04 00:00:00",00:00:00,"Sin referencia","2023-03-04 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",695,3,464
2273,"2023-03-06 00:00:00",00:00:00,"Sin referencia","2023-03-06 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",627,3,437
2274,"2023-03-06 00:00:00",00:00:00,"Sin referencia","2023-03-06 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",356,3,201
2275,"2023-03-06 00:00:00",00:00:00,"Sin referencia","2023-03-06 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",298,3,1567
2276,"2023-03-06 00:00:00",00:00:00,"Sin referencia","2023-03-06 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",522,3,260
2277,"2023-03-06 00:00:00",00:00:00,"Sin referencia","2023-03-06 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",386,3,380
2278,"2023-03-07 00:00:00",00:00:00,"Sin referencia","2023-03-07 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",513,3,483
2279,"2023-03-07 00:00:00",00:00:00,"Sin referencia","2023-03-07 00:00:00","Sin referencia","1 VACUNA GATO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",515,3,485
2280,"2023-03-07 00:00:00",00:00:00,"Sin referencia","2023-03-07 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",460,3,128
2281,"2023-03-08 00:00:00",00:00:00,"Sin referencia","2023-03-08 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",517,3,486
2282,"2023-03-08 00:00:00",00:00:00,"Sin referencia","2023-03-08 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",654,3,451
2283,"2023-03-08 00:00:00",00:00:00,"Sin referencia","2023-03-08 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",519,3,487
2284,"2023-03-08 00:00:00",00:00:00,"Sin referencia","2023-03-08 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",629,3,439
2285,"2023-03-08 00:00:00",00:00:00,"Sin referencia","2023-03-08 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",446,3,1410
2286,"2023-03-09 00:00:00",00:00:00,"Sin referencia","2023-03-09 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",536,3,496
2287,"2023-03-09 00:00:00",00:00:00,"Sin referencia","2023-03-09 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",540,3,498
2288,"2023-03-09 00:00:00",00:00:00,"Sin referencia","2023-03-09 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",462,3,132
2289,"2023-03-09 00:00:00",00:00:00,"Sin referencia","2023-03-09 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",565,3,500
2290,"2023-03-10 00:00:00",00:00:00,"Sin referencia","2023-03-10 00:00:00","Sin referencia","1 VACUNA GATO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",568,3,503
2291,"2023-03-10 00:00:00",00:00:00,"Sin referencia","2023-03-10 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",387,3,234
2292,"2023-03-10 00:00:00",00:00:00,"Sin referencia","2023-03-10 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",477,3,221
2293,"2023-03-10 00:00:00",00:00:00,"Sin referencia","2023-03-10 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",572,3,508
2294,"2023-03-11 00:00:00",00:00:00,"Sin referencia","2023-03-11 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",347,3,193
2295,"2023-03-11 00:00:00",00:00:00,"Sin referencia","2023-03-11 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",522,3,260
2296,"2023-03-11 00:00:00",00:00:00,"Sin referencia","2023-03-11 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",578,3,515
2297,"2023-03-13 00:00:00",00:00:00,"Sin referencia","2023-03-13 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",519,3,487
2298,"2023-03-13 00:00:00",00:00:00,"Sin referencia","2023-03-13 00:00:00","Sin referencia","4 VACUNA PERRO - RABIA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",303,3,41
2299,"2023-03-13 00:00:00",00:00:00,"Sin referencia","2023-03-13 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",622,3,435
2300,"2023-03-13 00:00:00",00:00:00,"Sin referencia","2023-03-13 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",403,3,253
2301,"2023-03-13 00:00:00",00:00:00,"Sin referencia","2023-03-13 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",20,3,1498
2302,"2023-03-14 00:00:00",00:00:00,"Sin referencia","2023-03-14 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",605,3,580
2303,"2023-03-14 00:00:00",00:00:00,"Sin referencia","2023-03-14 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",404,3,395
2304,"2023-03-14 00:00:00",00:00:00,"Sin referencia","2023-03-14 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",611,3,585
2305,"2023-03-15 00:00:00",00:00:00,"Sin referencia","2023-03-15 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",612,3,588
2306,"2023-03-15 00:00:00",00:00:00,"Sin referencia","2023-03-15 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",510,3,255
2307,"2023-03-15 00:00:00",00:00:00,"Sin referencia","2023-03-15 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",617,3,597
2308,"2023-03-16 00:00:00",00:00:00,"Sin referencia","2023-03-16 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",628,3,606
2309,"2023-03-16 00:00:00",00:00:00,"Sin referencia","2023-03-16 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",462,3,132
2310,"2023-03-16 00:00:00",00:00:00,"Sin referencia","2023-03-16 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",644,3,613
2311,"2022-12-03 00:00:00",00:00:00,"Sin referencia","2022-12-03 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",471,3,1424
2312,"2022-12-12 00:00:00",00:00:00,"Sin referencia","2022-12-12 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",484,3,1427
2313,"2022-12-12 00:00:00",00:00:00,"Sin referencia","2022-12-12 00:00:00","Sin referencia","AVISO DE VACUNA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",484,3,1427
2314,"2023-03-18 00:00:00",00:00:00,"Sin referencia","2023-03-18 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",651,3,622
2315,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",244,3,74
2316,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",630,3,1450
2317,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",634,3,1451
2318,"2023-03-18 00:00:00",00:00:00,"Sin referencia","2023-03-18 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",613,3,329
2319,"2023-03-18 00:00:00",00:00:00,"Sin referencia","2023-03-18 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",652,3,624
2320,"2023-03-20 00:00:00",00:00:00,"Sin referencia","2023-03-20 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",510,3,255
2321,"2022-12-12 00:00:00",00:00:00,"Sin referencia","2022-12-12 00:00:00","Sin referencia","AVISO DE VACUNA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",612,3,588
2322,"2023-03-20 00:00:00",00:00:00,"Sin referencia","2023-03-20 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",38,3,196
2323,"2023-03-21 00:00:00",00:00:00,"Sin referencia","2023-03-21 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",679,3,645
2324,"2022-12-15 00:00:00",00:00:00,"Sin referencia","2022-12-15 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",129,3,1408
2325,"2022-12-09 00:00:00",00:00:00,"Sin referencia","2022-12-09 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",129,3,1408
2326,"2022-12-16 00:00:00",00:00:00,"Sin referencia","2022-12-16 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",675,3,1465
2327,"2022-12-16 00:00:00",00:00:00,"Sin referencia","2022-12-16 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",227,3,62
2328,"2022-12-16 00:00:00",00:00:00,"Sin referencia","2022-12-16 00:00:00","Sin referencia","3 VACUNA PERRO CON RABIA INCLUIDA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",678,3,1469
2329,"2022-12-09 00:00:00",00:00:00,"Sin referencia","2022-12-09 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",678,3,1469
2330,"2023-03-21 00:00:00",00:00:00,"Sin referencia","2023-03-21 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",569,3,311
2331,"2022-12-12 00:00:00",00:00:00,"Sin referencia","2022-12-12 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",61,3,206
2332,"2023-03-21 00:00:00",00:00:00,"Sin referencia","2023-03-21 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",681,3,646
2333,"2022-12-17 00:00:00",00:00:00,"Sin referencia","2022-12-17 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",61,3,206
2334,"2022-12-12 00:00:00",00:00:00,"Sin referencia","2022-12-12 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",252,3,76
2335,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",244,3,74
2336,"2023-12-19 00:00:00",00:00:00,"Sin referencia","2023-12-19 00:00:00","Sin referencia","3 VACUNA PERRO CON RABIA INCLUIDA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",696,3,1477
2337,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",696,3,1477
2338,"2023-03-22 00:00:00",00:00:00,"Sin referencia","2023-03-22 00:00:00","Sin referencia","VERMIC JARABE",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",685,3,648
2339,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",630,3,1450
2340,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","3 VACUNA PERRO CON RABIA INCLUIDA",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",284,3,97
2341,"2023-03-27 00:00:00",00:00:00,"Sin referencia","2023-03-27 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",685,3,648
2342,"2023-03-22 00:00:00",00:00:00,"Sin referencia","2023-03-22 00:00:00","Sin referencia","3 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",410,3,406
2343,"2023-03-17 00:00:00",00:00:00,"Sin referencia","2023-03-17 00:00:00","Sin referencia","VERMIC COMPRIMIDO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",410,3,406
2344,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",284,3,97
2345,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",595,3,1442
2346,"2023-03-23 00:00:00",00:00:00,"Sin referencia","2023-03-23 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",699,3,884
2347,"2022-12-26 00:00:00",00:00:00,"Sin referencia","2022-12-26 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",595,3,1442
2348,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",484,3,1427
2349,"2022-01-09 00:00:00",00:00:00,"Sin referencia","2022-01-09 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",484,3,1427
2350,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",718,3,1481
2351,"2022-12-19 00:00:00",00:00:00,"Sin referencia","2022-12-19 00:00:00","Sin referencia","2 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",227,3,62
2352,"2023-03-23 00:00:00",00:00:00,"Sin referencia","2023-03-23 00:00:00","Sin referencia","1 VACUNA GATO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",651,3,622
2353,"2023-03-23 00:00:00",00:00:00,"Sin referencia","2023-03-23 00:00:00","Sin referencia","3ERA Y 4TA VACUNA JUNTAS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",91,3,11
2354,"2023-03-24 00:00:00",00:00:00,"Sin referencia","2023-03-24 00:00:00","Sin referencia","1 VACUNA PERRO",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",703,3,894
2355,"2022-12-14 00:00:00",00:00:00,"Sin referencia","2022-12-14 00:00:00","Sin referencia","ATP COMPRIMIDOS",36.2,36.2,"Sin referencia","Sin referencia","Sin especificar",FALSE,FALSE,"2024-02-14 12:46:21","2024-02-14 12:46:39",227,3,62
