id,fecha,hora,anamnesis,agendado,eog,tratamiento,temperatura,peso,referencia,notaCaja,atendidoPor,pendiente,aFuturo,createdAt,updatedAt,MascotumId,referenciumId,ClienteId
42,"2023-02-01 00:00:00",00:00:00,"Sin especificar","2023-02-01 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",573,6,314
43,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","REPETIR BICO Y",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",528,6,1429
44,"2023-01-07 00:00:00",00:00:00,"Sin especificar","2023-01-07 00:00:00","Sin especificar","CONTROL 12:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",300,6,38
45,"2022-11-22 00:00:00",00:00:00,"Sin especificar","2022-11-22 00:00:00","Sin especificar","CONTROL POR INTOXICACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",12,6,53
46,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",480,6,1426
47,"2023-01-07 00:00:00",00:00:00,"Sin especificar","2023-01-07 00:00:00","Sin especificar","CONTROL 12:10",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",325,6,50
48,"2022-11-23 00:00:00",00:00:00,"Sin especificar","2022-11-23 00:00:00","Sin especificar","REPETIR BICO 2 CM Y DEXA 1 CM",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",31,6,13
49,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",193,6,35
50,"2022-11-23 00:00:00",00:00:00,"Sin especificar","2022-11-23 00:00:00","Sin especificar","TOS DE LA PERREA Y SOPLO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",32,6,18
51,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","CONTROL 19:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",352,6,51
52,"2022-12-17 00:00:00",00:00:00,"Sin especificar","2022-12-17 00:00:00","Sin especificar","12:00 CONTROL PERRA CIMARRONA WILIAM ARRELLANO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",341,6,158
53,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","CONTROL 19:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",648,6,1456
54,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","CONTROL 19:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",162,6,66
55,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",597,6,1443
56,"2022-11-28 00:00:00",00:00:00,"Sin especificar","2022-11-28 00:00:00","Sin especificar","OJO REVENTADO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",33,6,22
57,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",351,6,173
58,"2023-02-20 00:00:00",00:00:00,"Sin especificar","2023-02-20 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",266,6,126
59,"2022-11-23 00:00:00",00:00:00,"Sin especificar","2022-11-23 00:00:00","Sin especificar","EXTRACION DE TUMOR",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",5,6,2
60,"2022-12-17 00:00:00",00:00:00,"Sin especificar","2022-12-17 00:00:00","Sin especificar","CONTROL 12:00 REPETIR BICO Y DAR ALTA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",567,6,1436
61,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar",13.30,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",546,6,304
62,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 14:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",182,6,8
63,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",439,6,273
64,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",218,6,59
65,"2022-12-30 00:00:00",00:00:00,"Sin especificar","2022-12-30 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",129,6,1408
66,"2023-02-10 00:00:00",00:00:00,"Sin especificar","2023-02-10 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",602,6,323
67,"2023-01-05 00:00:00",00:00:00,"Sin especificar","2023-01-05 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",129,6,1408
68,"2022-12-16 00:00:00",00:00:00,"Sin especificar","2022-12-16 00:00:00","Sin especificar","CONTROL 19:45",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",657,6,1459
69,"2022-12-17 00:00:00",00:00:00,"Sin especificar","2022-12-17 00:00:00","Sin especificar","REPETIR BICO",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",351,6,173
70,"2022-12-21 00:00:00",00:00:00,"Sin especificar","2022-12-21 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",675,6,1465
71,"2022-12-19 00:00:00",00:00:00,"Sin especificar","2022-12-19 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",676,6,1466
72,"2022-12-26 00:00:00",00:00:00,"Sin especificar","2022-12-26 00:00:00","Sin especificar","CONTROL 14:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",547,6,1431
73,"2023-01-01 00:00:00",00:00:00,"Sin especificar","2023-01-01 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",678,6,1469
74,"2023-01-06 00:00:00",00:00:00,"Sin especificar","2023-01-06 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",678,6,1469
75,"2022-12-23 00:00:00",00:00:00,"Sin especificar","2022-12-23 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",350,6,170
76,"2023-02-02 00:00:00",00:00:00,"Sin especificar","2023-02-02 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",573,6,314
77,"2022-12-21 00:00:00",00:00:00,"Sin especificar","2022-12-21 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",560,6,1434
78,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",186,6,79
79,"2022-12-21 00:00:00",00:00:00,"Sin especificar","2022-12-21 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",648,6,1456
80,"2023-01-10 00:00:00",00:00:00,"Sin especificar","2023-01-10 00:00:00","Sin especificar",ALERGIA,36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",188,6,82
81,"2022-12-19 00:00:00",00:00:00,"Sin especificar","2022-12-19 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",683,6,1472
82,"2023-01-07 00:00:00",00:00:00,"Sin especificar","2023-01-07 00:00:00","Sin especificar","CONTROL 12:10",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",190,6,84
83,"2023-01-16 00:00:00",00:00:00,"Sin especificar","2023-01-16 00:00:00","Sin especificar","ESCRIBIR PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",597,6,1443
84,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",269,6,1579
85,"2022-12-19 00:00:00",00:00:00,"Sin especificar","2022-12-19 00:00:00","Sin especificar","CONTROL 19:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",584,6,1438
86,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",192,6,86
87,"2023-01-11 00:00:00",00:00:00,"Sin especificar","2023-01-11 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",80,6,1
88,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",178,6,73
89,"2022-01-12 00:00:00",00:00:00,"Sin especificar","2022-01-12 00:00:00","Sin especificar","RECORDAR VACUNA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",344,6,162
90,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","MANDAR MENSAJE PARA VER COMO VIENE",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",157,6,1545
91,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",416,6,268
92,"2023-02-03 00:00:00",00:00:00,"Sin especificar","2023-02-03 00:00:00","Sin especificar","CONTROL 19:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",442,6,275
93,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:00",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",308,6,42
94,"2023-02-02 00:00:00",00:00:00,"Sin especificar","2023-02-02 00:00:00","Sin especificar","CONTROL 19:15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",606,6,325
95,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 14:30",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",204,6,90
96,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19 .15",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",211,6,1564
97,"2023-02-06 00:00:00",00:00:00,"Sin especificar","2023-02-06 00:00:00","Sin especificar","RECORDAR VACUNACION PAGA LA VACUNA",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",327,6,161
98,"2023-02-23 00:00:00",00:00:00,"Sin especificar","2023-02-23 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",339,6,182
99,"2023-01-09 00:00:00",00:00:00,"Sin especificar","2023-01-09 00:00:00","Sin especificar","CONTROL 19:20",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",352,6,51
100,"2023-02-18 00:00:00",00:00:00,"Sin especificar","2023-02-18 00:00:00","Sin especificar","RECORDAR DESPARACITACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",339,6,182
101,"2023-01-12 00:00:00",00:00:00,"Sin especificar","2023-01-12 00:00:00","Sin especificar","RECORDAR VACUNACION",36.2,36.2,"Sin especificar","Sin especificar","Sin especificar",FALSE,FALSE,"2024-02-15 12:21:06","2024-02-20 09:30:09",221,6,1567
